ID,Age,Income,EducationLevel,WorkExperience,Satisfaction,SpendingHabits,Region,PurchaseFrequency,ProductCategory,Score1,Score2,Score3,Score4,Score5,Group
35,37,53015.68351488814,High School,51,27,65049.18038601894,South,Yearly,Electronics,43316.23120436211,29672.90603737477,77623.34054044702,75342.41552415854,62590.547340013065,B
46,40,25134.809516194713,Master,62,58,72911.93496067676,South,Monthly,Books,76137.0854435912,19384.089713647536,69534.1287291561,20175.971610326458,39023.48414136429,C
22,62,50038.64182007791,Master,31,41,45975.76420754783,South,Yearly,Food,52967.85586556255,72552.48041700269,46246.51062686523,63672.71292586938,62049.762044214294,C
48,52,22628.554407055708,High School,35,43,74161.58410978876,South,Monthly,Food,28999.630979222973,53059.016263263664,55916.12536879189,11077.922853749784,113500.70313441052,A
26,29,71114.20271775202,PhD,29,34,54047.34871872368,West,Rarely,Books,46379.87142368825,36898.468170782755,81232.43018350104,53288.88247638863,50015.0199362354,C
42,54,53805.235788338985,PhD,23,39,34580.89584468093,North,Rarely,Clothing,20784.794857793317,54134.614538614594,35919.228406247836,70984.67051860687,66107.93871130416,C
62,35,26732.560444635834,PhD,32,33,64412.512039298424,West,Yearly,Clothing,76126.07606353387,45457.457041300186,61396.92025978934,51695.1401563892,18710.88894918121,C
32,58,33970.519680310455,Master,52,26,57906.45732132584,East,Rarely,Food,74017.48306339156,46649.62063527456,70111.09840782157,48300.815060505105,59435.99190339733,B
34,36,62528.76178260977,High School,46,60,51436.966715425,North,Rarely,Electronics,77937.36757970774,67441.03820084792,42590.97287136623,30226.531334411266,34316.453301612724,A
28,29,48015.03423638474,High School,40,51,66043.95178329696,North,Monthly,Books,44511.52644058653,48627.79102829149,58376.62793958801,75973.42367059548,74945.87181190996,A
33,22,43292.81675809269,High School,23,54,15280.201958606616,South,Rarely,Electronics,53216.19947800551,22627.230025665845,94372.46449480328,4431.303123030775,70061.32944980405,A
18,28,26061.823864460468,PhD,49,27,33957.76973216728,South,Monthly,Books,40471.18531153654,62301.39335897613,64435.80957970524,18980.088416592094,35519.44033166771,A
29,29,59294.559905000504,Master,36,37,51852.11039055038,North,Rarely,Books,34416.63765402299,25605.72815755901,29831.229520651,66859.97109057472,44126.75699095308,A
26,55,59131.37756366484,Bachelor,22,43,80783.31377485498,East,Rarely,Food,52378.31164794237,37216.37983834741,35986.45997540127,24832.955299847035,29438.251091952912,A
28,43,37817.72100718466,PhD,25,48,73827.45582244975,West,Yearly,Clothing,77571.42989170655,46754.34892112745,22586.62159859337,42656.383969510876,32407.119931946305,A
47,30,71829.06753853991,High School,30,40,33496.75242593471,South,Weekly,Food,30317.300200702717,73618.81873281476,5744.660269470405,75134.71798048331,38140.332139773906,C
23,55,20433.01167259177,Bachelor,28,58,65795.56419867199,East,Rarely,Electronics,22807.234584908932,43920.22525387588,51087.11151549017,32081.88649997608,60965.30928107415,A
49,64,79837.00221731926,Master,39,48,90534.37367809594,South,Monthly,Electronics,19629.967115968975,49349.468116438264,62804.96662045509,116969.99883743639,44291.26514902977,B
26,60,38344.89902498874,Bachelor,46,43,49575.774369281266,West,Weekly,Books,39023.16562219591,62471.52254625747,34010.79653757328,56757.27338743516,61080.97969099111,B
27,44,65426.08530477442,High School,35,23,38992.84640510935,North,Weekly,Electronics,46028.301725957084,64848.17341927701,80683.86279058308,98221.29410779357,19363.8918144746,B
21,23,33286.19628108393,Bachelor,38,21,56980.48364840161,West,Monthly,Electronics,49061.71967134201,64125.66766298283,49710.364121177525,66039.29729062754,62595.998189552585,B
57,23,35815.45340039975,PhD,21,28,50937.999117412415,North,Monthly,Clothing,43476.99488961363,29648.14936112356,52455.738603329955,85808.47410106278,47359.99270420305,C
32,41,53095.140132520515,Master,56,36,50899.025385892666,North,Yearly,Food,77548.941190093,48837.32352206401,84990.80644393322,41707.399725146744,49003.32660520786,A
45,28,41421.31131243918,Master,27,25,41352.03242467771,East,Yearly,Clothing,35696.65002975714,43638.70951684266,66893.63085562781,30873.50476400359,74866.61606946665,B
44,49,79833.99697737843,Bachelor,25,62,71630.81675432557,West,Monthly,Electronics,75459.24992029603,54399.25996913601,55279.06747592674,53163.24851401867,47794.313423910826,C
45,56,61930.0453760379,High School,46,62,72028.46451391623,North,Yearly,Clothing,59375.46370466893,21939.760942773704,72506.3167052157,46698.97441982872,55914.09076464144,C
26,57,21409.251339483246,High School,26,19,63322.26941880599,North,Monthly,Clothing,34176.483516522254,33096.21341863816,49080.290234369924,78308.92060610947,45105.83126510287,B
43,57,64536.96406820612,PhD,41,53,57829.54157291078,North,Monthly,Food,33688.65079370812,50422.794210465494,45347.04495919331,68446.86799089191,59546.53270025119,B
61,32,14827.873554843238,High School,24,50,66227.41532964709,West,Monthly,Books,54968.50910244402,36054.777482882026,51859.08433125359,59354.12362433838,41892.39884673991,A
43,37,68482.63598727368,Master,62,53,32843.246282654385,North,Weekly,Clothing,66475.5211775977,55774.83667843603,56291.09070537899,60887.157399843934,53391.63812979046,C
30,27,31996.082241081203,PhD,33,31,59624.830034596365,West,Rarely,Clothing,60330.739284533774,29923.288562747635,47191.867646200284,74665.38517818075,44183.61847547054,B
42,56,74833.86913711182,PhD,37,31,74428.57955381912,East,Yearly,Electronics,39025.117783591646,46184.918366196245,39318.49279064176,67953.53611703444,56127.54343685021,B
56,46,72181.49535695784,Master,41,28,58623.1378482459,North,Yearly,Electronics,33361.17822501426,43932.78964933699,43153.07346392553,63301.90743879035,29082.269211590978,A
35,59,73719.88499248083,Master,31,54,72526.04242035511,West,Rarely,Electronics,11508.793715875465,48584.8856042312,74849.54580183592,49809.515412026696,31191.00767678739,C
20,29,80337.88733548175,Master,45,28,41588.93855037372,North,Yearly,Electronics,69829.4626095661,35005.28272211341,39568.82762920681,42678.55535649159,42650.644352993266,B
55,26,58140.48250736041,High School,60,40,70787.79044113646,West,Rarely,Clothing,62420.97558269828,68669.01047876444,53620.45345594956,41963.386610796035,30736.620142352513,B
43,44,32179.466879889,PhD,50,64,47127.02940343898,East,Weekly,Books,48048.09605180255,45427.35135878926,53446.72609829643,13254.042133326751,39428.685455888786,B
46,35,51334.6868177395,High School,56,18,51269.711920545,East,Weekly,Electronics,67097.9035610906,53775.67043464869,32667.277096865364,30283.57015466337,75701.47788117408,A
22,45,84863.98631341691,High School,40,59,32526.04793655924,South,Rarely,Food,51397.9373879794,68004.92955657687,85273.19850916194,44682.100351271736,69831.5789774798,B
53,55,43943.155627476,Master,22,35,30167.483134605274,East,Weekly,Electronics,72663.2081869254,67639.39682136125,19912.677838290783,32750.43637717936,40191.82500259086,B
25,28,62229.64821360408,Master,57,22,28791.588060710597,North,Yearly,Food,63053.23798545236,25111.58247281505,20158.240826735622,9628.218435003648,54901.070692335474,A
61,61,46387.89936736457,High School,55,26,59168.924616955046,South,Weekly,Electronics,36804.82322346968,53241.41667154459,30091.228658065513,52590.50794007925,14656.38976446342,B
31,54,38876.314456009735,Bachelor,51,58,57082.720436403324,West,Weekly,Clothing,61627.16501387769,95252.8374363388,71143.20021338767,43820.52213950357,49219.22005364677,B
64,44,58127.49136020141,High School,63,32,49669.985559263296,North,Yearly,Electronics,16020.17174541379,56182.6576060975,18761.774126996406,23952.34888745484,47829.186173628164,C
29,23,78002.6410706921,Bachelor,25,36,58678.76327505795,South,Monthly,Food,38981.974843222546,67364.95352250183,44178.34905996016,98095.50312088852,50809.643368146375,B
27,19,55304.37173419769,Bachelor,30,56,27878.614856435328,West,Yearly,Electronics,61957.12948619549,71159.68173714075,56116.99328426524,71724.94784009599,71471.2950626537,B
40,48,77730.3266937183,PhD,30,48,34488.763873522694,North,Weekly,Clothing,58992.263378106145,60574.780410653584,58086.137992197655,14920.137486741165,14764.64547400995,B
47,47,57662.947335494726,High School,51,53,63588.209823498415,North,Weekly,Clothing,104632.41336690175,64093.47386667264,41269.82877560469,21118.37382078529,88751.94864385619,C
38,28,82269.79572193007,High School,41,49,35944.1197913035,West,Weekly,Electronics,78617.13263295645,53458.4871431716,49090.902651752156,52109.15291222349,34827.55772699665,C
21,59,69196.33074858796,Bachelor,43,51,19831.5189133864,East,Yearly,Clothing,59320.58171914056,78482.04517587848,11465.014719419523,84553.6264377938,50034.033717394166,A
41,41,92989.63781807057,Master,27,28,47887.67198682289,North,Yearly,Books,63051.96134786204,75691.83333786702,46262.81688392901,52142.634434813015,32641.635872327333,A
25,60,70916.9103911113,High School,46,50,72045.0141639761,South,Yearly,Food,54923.714293827135,40981.07403739666,31319.215788727473,46403.327508166025,78237.98700241203,C
33,29,41641.07730972027,PhD,37,61,32479.797923217648,North,Yearly,Clothing,43419.77815623229,39192.84958702074,74650.05264150447,94292.31273554586,38893.87305446414,B
23,46,60210.802817906544,High School,57,18,66465.08969999675,West,Yearly,Electronics,57822.5599877551,41971.513745052434,63125.31933299667,77831.52168058914,44958.64780916879,A
22,33,52631.47556355473,PhD,54,22,63712.58253956993,East,Monthly,Clothing,40272.46442926732,47059.34987029089,83042.83540619178,26524.617793712845,48811.5104047659,C
60,51,44179.96501322187,Bachelor,52,41,35300.680591705364,West,Weekly,Food,46454.26233517476,30661.47210981355,47384.58712310671,44430.91206489266,57684.501458327984,C
31,48,74128.87375566478,PhD,64,41,68019.57620789093,West,Yearly,Books,47714.577563041705,73448.72161594656,26527.84730831291,19825.798501138615,26499.055738380564,B
58,37,66792.09566382575,Master,62,41,83802.81655276174,East,Weekly,Books,59049.859310544074,44226.13829862088,54568.74238154932,72512.90766852177,49389.75807980174,A
55,25,75224.75688184038,High School,55,47,47376.87275636639,East,Yearly,Electronics,36409.90929346349,21521.759010938433,70614.13652329327,39677.06778238824,20077.346861728834,C
33,43,28850.047473915183,Master,24,41,81441.19217631158,South,Rarely,Food,68896.27477456139,76847.65317586064,35895.78108418879,23624.186738380733,77431.639202697,A
39,41,66267.08306976396,PhD,33,43,43933.752555109284,East,Monthly,Books,48946.6833529048,35630.491755881914,23395.703407124216,33356.05765139281,68262.14648016858,A
49,53,92977.53640305463,PhD,58,30,62744.9445028277,North,Yearly,Books,38363.786808557554,28726.59510655058,59050.57365264494,32679.24921214176,2811.163431435816,B
26,38,42638.519937071265,High School,57,64,83162.43650507915,South,Rarely,Books,30212.372856108646,61217.51030838547,63737.025414247895,31332.183610097523,64421.71475572528,A
57,34,6411.22760766912,High School,44,42,38995.29268358434,South,Monthly,Food,40127.369166075645,48219.00765893038,58231.46045744876,41492.32480348505,65184.72177032347,B
52,60,73587.77524869752,Master,35,19,57785.81606422799,East,Monthly,Electronics,88250.93723225704,38329.88026399034,60656.68682658041,91323.38568225692,40545.93041542731,A
23,31,56567.85980524563,PhD,19,36,81120.41969891395,North,Monthly,Books,86558.01283317569,41232.891108047465,13152.556871408968,6055.520873285648,73501.55051786636,A
53,39,42303.82790438297,Bachelor,47,53,67786.06246452732,South,Yearly,Clothing,35023.751912627326,96622.17005091184,65648.97749314265,14895.584728644339,38058.49807578084,B
60,56,40567.64853379513,Bachelor,44,40,36970.02944180337,East,Rarely,Food,19895.193703306173,21808.22249201513,71833.12687236967,51011.54050692176,32369.38268454247,A
62,54,57127.07663189328,High School,30,27,28250.71162473352,East,Rarely,Electronics,70257.01486328215,60729.27217304279,22544.82552730848,66534.0574278679,71951.88862959601,A
41,25,44449.511709758415,PhD,41,64,20952.916580806625,South,Rarely,Electronics,47094.75905392685,49454.31211290565,62511.548836326125,24502.894741432905,46920.60130367397,A
18,38,50663.16148113479,Master,29,26,39127.50200332804,West,Yearly,Electronics,68779.01654632867,77562.7979768336,45567.8282870731,67130.24460736797,54560.350032224684,C
43,58,45698.79678415424,Master,54,23,38079.66770730477,North,Yearly,Food,44670.28794664647,42097.63556673846,9371.735430033761,39255.76967902093,81979.1164427532,B
35,18,54412.729323328065,High School,39,42,61604.16444107983,South,Monthly,Books,58990.91176406665,72303.3166931855,20879.128749319712,32478.08820436429,41120.40731660259,C
28,45,74841.44444496644,Bachelor,40,19,83390.7340904155,West,Yearly,Clothing,56867.347263591706,25621.58874569924,35269.186950925374,49908.38453155576,33362.349406871755,B
39,49,64115.11555272815,High School,45,33,64428.68204520127,South,Yearly,Books,25108.810196434668,76666.54487785728,76936.3968249171,8275.011475887666,37068.27698865262,B
54,41,53541.77836244124,Master,47,54,66041.96935780157,South,Yearly,Books,43425.78278388892,51443.40094817621,69797.63178183552,29284.708991599146,58020.55974390009,C
64,33,73261.92655801972,PhD,41,36,82189.12736758465,North,Weekly,Clothing,13459.727492985381,37283.158631654616,75484.94435205395,37644.367287382214,51891.11614211544,C
53,63,13329.113318390824,Bachelor,46,34,10074.874216688186,South,Monthly,Electronics,64152.68105738216,26287.610203921482,47064.56572846502,53095.72260141619,9806.65955034933,A
25,56,38804.27000479501,Bachelor,33,56,70552.49329319668,South,Weekly,Food,38025.66761148456,50909.30889248716,46409.69545970272,43368.49053964662,45907.0193279034,C
56,41,55717.93363729063,High School,26,36,3419.5576321483386,West,Weekly,Electronics,49234.84237111477,77904.18985976516,61180.0702450267,28305.02786950038,40130.45477283087,C
59,56,43317.55934706192,Bachelor,18,29,75654.66718418797,West,Monthly,Food,39007.491316474945,69483.26970632584,62875.18689147742,58166.057459436066,85272.262144995,A
54,57,26440.97522843484,Bachelor,55,52,77849.11857256218,West,Rarely,Electronics,39760.98117379358,42041.82714560702,45127.529650294346,54930.27201114576,10575.02688279168,B
47,26,58852.81600909662,High School,64,32,44603.35810688403,South,Weekly,Electronics,27300.36305700386,48628.621447263016,63594.12298978531,61711.495339770176,15843.580716871445,A
57,42,26388.265290507672,Bachelor,52,51,12409.716107365748,North,Weekly,Clothing,41556.74272858079,40929.685254533324,61071.24699826989,57535.55175479178,33328.48915460077,A
60,56,51296.57328241715,Master,34,20,22414.746006411217,East,Monthly,Food,13760.699241263748,55461.34411381075,3552.768854906637,16362.829053393383,72040.46075391807,C
59,45,40175.12861081377,Master,34,59,60994.88900113646,North,Rarely,Books,38374.65428557741,49619.76987105914,7870.763838709856,28909.20130226394,36826.92630937306,C
45,28,39359.16070299187,High School,21,45,58393.17857678026,East,Monthly,Books,50064.22176023736,82828.3571272137,47468.77243185299,52552.78154200835,52423.549249053125,A
28,48,40103.841809273654,Master,50,44,51567.67190009877,East,Monthly,Electronics,71858.91608994789,67470.84813905013,82721.43566446069,75843.76502671151,40224.33462324312,C
57,39,52968.09979715825,Bachelor,29,51,49919.53816425053,East,Rarely,Books,61596.70697071213,50400.23775943729,37119.62260051312,50907.17837507717,43674.249388670425,C
20,52,44611.73597127209,PhD,32,29,47270.367671419044,West,Rarely,Food,72030.63615154303,30952.989062312306,29572.201290073583,54522.779460625556,60699.400263199845,C
61,62,65974.20924141107,Master,34,18,75260.49876928054,South,Yearly,Food,50749.95747335518,80652.64549311463,21367.416986891003,42350.422083514124,81713.93194211628,C
27,26,25504.21236534287,High School,51,19,62096.89740185408,East,Rarely,Electronics,64153.399568964334,50881.63825837285,64003.99505357878,30467.075826484117,61324.427028648395,B
32,30,57806.93740798445,High School,55,40,79928.82103481701,South,Monthly,Food,55640.519779741,47893.15052103567,42553.065292161074,37183.742645705235,48876.17507409147,B
34,60,44569.1983379946,Master,49,54,46094.4693251873,North,Yearly,Electronics,62875.59562974465,37530.18112426423,38613.56692405343,68350.00908167621,60791.6049596706,C
32,45,20844.12609520968,PhD,24,18,46515.03580435047,East,Yearly,Books,79899.597313402,56556.14971425703,8452.533305567194,25926.872358426386,60798.84221916896,A
28,22,23873.841115804757,Master,54,37,73976.52617976673,South,Weekly,Clothing,89570.77812407046,49807.75706296687,44930.573876743954,70958.99259850584,29411.064888630386,A
51,47,59534.68341869655,Bachelor,55,30,87215.01464439186,South,Rarely,Books,50119.967525982436,52622.26191664485,28534.69500263863,63028.25232466598,15058.258938263192,A
38,18,65798.99031419001,Master,61,64,74701.16970894634,West,Yearly,Clothing,62720.50544109937,36124.791866375286,42808.63990006984,43231.11839626407,63010.75006716746,A
20,38,63860.29162524809,Bachelor,59,58,61012.67720231002,North,Rarely,Food,46581.94755810426,77923.79604425293,60075.41473963595,65148.79316224761,17180.604677024057,B
62,49,72291.3343942877,PhD,49,54,34164.2382371447,North,Rarely,Clothing,68600.57033969526,53323.762461731705,31305.938831373824,45280.60389070557,58248.53768083725,C
32,30,88793.1394587642,High School,29,49,81412.9744035314,East,Rarely,Clothing,61391.946205425615,61574.118490215384,54134.43703644239,42223.52483427395,46540.688873318686,A
26,35,42436.08881626341,Bachelor,52,23,59928.73163175436,South,Yearly,Food,44683.3746012149,50962.000362823776,83857.17562349603,77834.27858791602,81133.99618312091,C
30,60,57839.719254720665,Master,44,57,60706.467670253114,East,Rarely,Electronics,30524.829582515235,19781.49939470273,41711.933270896196,58980.724373481054,51408.05014830724,A
51,27,13122.975532476601,Master,28,31,57096.367830973715,East,Yearly,Food,54997.74203854333,49548.89536085576,53321.961525080966,45036.497350892365,33045.005733423575,C
26,25,51826.648169237975,PhD,52,28,60072.06462133889,East,Rarely,Clothing,61550.796582632676,72065.89184023032,45440.072556249725,57274.930932270465,75779.83792203228,A
55,47,23357.42952105195,Bachelor,46,22,25222.507401104278,South,Rarely,Electronics,77857.67010521374,70301.54782954644,38540.629974055664,32022.751245732972,40376.048382731475,C
41,25,77350.70890631268,PhD,51,30,44653.5681839844,South,Weekly,Food,18656.588629839178,33724.764334461695,70266.99655402837,48736.50191414334,52722.41701285787,A
42,19,56154.75070736834,Bachelor,28,54,67109.82470979224,East,Weekly,Clothing,44071.18383455205,80776.76304901615,40232.09670839251,61243.790451079054,36752.27605139995,B
49,54,31586.307332896056,Master,23,53,60760.92424037311,East,Weekly,Books,57590.55974167058,89625.24749973198,17259.091347765803,61123.22456338162,53418.35560960214,C
26,28,50246.78908601991,Master,52,44,41797.87574638152,West,Monthly,Food,76041.62231067615,51666.346442679554,25432.686446961103,19056.538906865924,16582.223723067444,C
46,44,32055.078991189956,Bachelor,59,29,68618.10205618758,South,Weekly,Clothing,26374.039386133816,37821.57639133262,59951.067523489866,78162.11421492489,43277.28045543628,A
19,35,43553.962678196316,Bachelor,21,54,18043.443095364582,North,Yearly,Books,29740.587829609303,57001.59460633081,40509.78532464946,38449.464890251285,29066.7073480669,A
21,51,36330.34564114525,PhD,46,19,86495.66348325912,West,Rarely,Electronics,98289.11218821551,38409.115507333765,4721.317973790829,28658.859361277347,22901.218092114315,B
23,39,23708.866826829188,High School,21,24,54337.81312774188,North,Weekly,Food,30997.09048904638,62766.69417820694,41821.58956964286,69341.81116610602,68128.2089338401,C
52,48,56551.54185388427,Bachelor,24,30,34179.18842446449,East,Monthly,Books,60326.20499255832,71468.04871509553,37411.200108754296,64908.60276065143,61695.818498743334,A
49,20,52137.61388513357,PhD,54,35,20963.43816856664,East,Weekly,Clothing,36167.30821330263,15259.854147906735,63494.945403430094,60736.313644258735,58000.64202493344,B
37,42,18762.431997510783,Master,37,49,70638.08886652798,West,Yearly,Electronics,42866.02542331347,7766.024406437129,52711.29405894722,78664.52152183482,49003.00221123143,A
53,60,50089.093367838715,Master,63,34,70757.3972653608,West,Yearly,Electronics,38295.5309564395,34360.317059644745,88432.40040831163,42748.09735265659,48600.36151082123,C
43,28,47554.92794170941,High School,63,49,61089.21433115715,North,Yearly,Electronics,80837.39784423819,29280.958401076725,36178.66487003069,30350.719485778667,15151.793262738385,B
32,47,88567.00458795356,Bachelor,51,29,63946.932409855835,East,Weekly,Clothing,42355.18447451816,81813.93464426443,59216.45577870415,62546.81043948746,44915.03971517094,C
53,54,31747.874822295584,PhD,58,49,19106.059642566743,South,Weekly,Food,47835.560281488135,25099.528908749475,43660.26678277474,53976.82087975395,33929.40624426954,B
50,39,55598.639520367295,Master,55,42,24706.498617459074,North,Weekly,Books,21386.61424140678,43332.34773555881,48486.803745747486,30362.140119481104,24148.727547222705,C
29,18,47215.017860128886,High School,57,26,3281.153369335698,West,Monthly,Electronics,46329.22418178362,42859.31486201954,43612.19450774603,26163.995738726666,51966.410510600064,C
63,49,44364.91966407399,Master,19,43,48383.82112102899,East,Rarely,Electronics,54751.71328451444,36889.69790120883,65575.99024100241,53828.30780209227,29605.915448430445,C
53,63,45220.174422386546,PhD,23,58,215.1125711094719,North,Rarely,Books,71647.75409914258,41156.90796290538,59634.125673188675,50945.02516557101,70234.44665284685,A
35,47,25540.943919110625,Master,29,39,78276.44928135356,West,Monthly,Electronics,42568.6725166075,69593.2152254458,79810.62052315276,45046.30546882339,48181.83883876407,A
43,40,60014.679321786476,Bachelor,38,22,33596.025491331995,South,Weekly,Clothing,39433.35709851094,65820.4056027238,52196.90997516184,31229.34139206668,60510.44106500306,C
49,35,43290.82565178233,High School,50,62,39911.67439098993,South,Monthly,Electronics,42573.98595256249,56928.97582812442,60245.01974839814,54142.99998036048,4837.116057598243,C
36,26,33939.50564289257,Master,26,40,48973.75988239611,South,Monthly,Food,38909.13409900033,27243.558443344213,66426.13998814847,11132.911996589864,41921.47763952675,A
37,25,40278.94198522598,Master,38,34,53674.77483829453,North,Weekly,Electronics,55862.73854891656,51842.31464708582,25651.757322534384,39547.0065370555,60396.57640175808,A
46,19,40375.98477267533,High School,38,34,49488.38522307582,West,Rarely,Electronics,55160.49620075505,71969.57932994282,48654.34756502687,69706.26054554267,46625.71175283128,A
25,57,44492.03835860273,High School,33,62,14939.357844296748,South,Yearly,Clothing,31758.529757567507,29490.96290152159,42968.068447366946,7312.477213320206,54934.49004536708,C
47,54,55908.38329431117,Master,49,37,65435.153301484046,West,Yearly,Food,33477.683944986915,64501.82882053485,69996.60674934395,54591.307165170074,43412.15604679921,C
43,50,41569.5006793439,High School,42,54,43357.61907658226,North,Rarely,Food,40570.05238289894,43635.051439199895,61002.71721864458,5302.09719304098,45929.36804588966,C
48,50,42513.30895131583,High School,52,54,83020.49656913197,South,Weekly,Electronics,28182.63487597459,43136.26391065467,55971.31234159923,56556.16166557418,59380.50430502619,C
54,33,39004.40979120168,Bachelor,62,27,72184.17595634233,South,Weekly,Clothing,51899.27461315889,47636.093263162824,46360.69514367907,47487.90411447026,57835.079829968665,A
36,63,62205.890058468234,High School,46,64,31767.91801441089,North,Yearly,Electronics,45130.57864266106,71553.49976738587,36110.04391423754,22646.766359077785,28588.894092866205,B
20,47,50055.07292779327,PhD,31,40,78487.37117544783,North,Yearly,Books,43787.44399595808,35698.117382150085,55351.16006800835,23067.67721957508,62831.99510280029,A
59,52,43936.23128971995,Master,28,45,57769.15187657202,North,Monthly,Electronics,52568.54178687014,62425.111467670555,64786.31579684616,76169.5311820634,26172.653533440538,B
28,20,66659.9840041583,Master,39,20,45538.368558845395,North,Rarely,Food,81746.86176854819,35181.26333353484,16702.146954777752,14109.776234600082,82821.98934418877,C
53,62,79239.13044992418,Bachelor,35,41,55049.05169962565,West,Yearly,Books,70417.68769116365,66048.44012986305,42193.45082216891,103649.1037979974,46144.244217275365,B
50,45,25291.427666691867,PhD,45,23,79981.61780373545,North,Monthly,Clothing,20923.370845438883,65999.06334643898,59216.777370324635,62367.91977252459,73655.9426078703,A
27,53,67616.80630404614,PhD,46,45,51892.42042822743,West,Monthly,Clothing,50791.48242630265,75276.00742475191,18899.00043381151,64965.03556185296,40143.79943108947,B
21,21,83154.78400219267,Bachelor,39,63,74188.94732280294,East,Yearly,Electronics,22881.327395843477,38355.99937367941,62989.26173944708,115925.25374147893,52788.44436452378,B
21,33,51293.8322532554,High School,61,23,32703.38318151675,East,Monthly,Books,1624.332606454962,30449.307648458922,60316.92967200782,55768.092414581326,52649.55568966249,A
58,42,13061.338238916695,Bachelor,25,21,50166.24675089518,South,Weekly,Food,41963.311727981876,50338.82882542188,106758.43014398,31146.755734625436,41756.13055315379,A
22,63,69912.97483082306,Master,48,54,67502.17111671253,East,Monthly,Electronics,60778.886120553696,30378.50321464338,69045.54303109187,42720.6996305064,76712.78051245157,A
62,54,66494.97654051564,Bachelor,44,18,52926.490454527004,West,Monthly,Books,67661.51221571874,65791.65953331039,33077.92673823581,36342.45058507183,51403.38347244673,B
52,38,63181.32337244458,PhD,38,23,55199.270110355144,South,Monthly,Clothing,11384.924609451555,47129.555540550704,54863.14379118105,50447.92715508564,65486.49680287132,C
61,30,36923.46517445457,High School,22,19,57891.10147919554,North,Weekly,Clothing,102858.74373383357,118396.54146112481,48815.32789698955,73985.32101107316,62952.50972667277,B
37,48,45886.36593595919,Master,28,55,13985.809306011368,East,Yearly,Electronics,37446.48860583244,29276.569669489047,61425.769202316034,62297.51170949088,28702.472617916723,A
61,60,33292.988042297075,High School,39,19,41756.75046295302,South,Weekly,Clothing,24040.54491567044,26828.490120137853,60827.26863590545,28067.173619817473,62050.73694133713,B
18,21,29216.011726398334,Bachelor,40,56,47710.314023500425,South,Monthly,Books,73773.31252216673,24865.984562396145,55981.28801601434,50763.70509234406,54626.7566534319,A
23,41,21470.060564788066,PhD,40,64,87481.79352048867,South,Weekly,Food,33382.5474963505,40835.8365975818,78673.09576091595,72234.89763196527,59837.10324775396,A
37,49,268.94690787968284,Master,24,32,73201.83681345973,North,Monthly,Clothing,60796.71727681099,28946.874505934735,52033.71998482106,23521.21516152176,37244.82261769387,B
33,38,94310.68932418028,PhD,57,59,43706.25345826124,West,Weekly,Books,50219.30345536949,94337.65896273889,57363.83609520544,50585.08751308039,61170.99541734787,C
22,28,53897.01501916574,Master,41,39,38336.04187146855,West,Monthly,Books,25688.208211103385,37706.293013284914,46668.003893311936,43958.58430578173,18079.5737636733,A
19,59,50260.68802612318,Master,24,42,52907.914817710356,East,Rarely,Books,56043.3486058573,90977.43028988778,42630.04893735226,65493.64064018998,46841.350811032855,C
30,19,52931.08548197086,Master,35,54,42476.05747980798,North,Monthly,Books,90718.26791643204,33827.92183676275,83247.08347710615,42314.89418103355,18253.66229223436,A
20,29,35011.62261569558,Bachelor,35,54,68535.87441985084,West,Rarely,Clothing,54420.42670753974,47859.53328820231,70436.05546919617,42734.96201541596,38788.800820108074,A
55,64,96564.0331471031,Master,32,27,43626.38988391439,West,Weekly,Electronics,55939.29529376289,50382.18557289959,60735.556759381616,54111.86259261409,66979.64661904646,C
50,45,54166.38904636431,High School,27,39,71209.67999121193,North,Monthly,Food,33047.76343805474,24222.799847913473,44385.716759955336,68040.4954566889,53180.835251320066,A
59,38,50687.562223165194,Bachelor,49,51,49920.66335614561,South,Monthly,Books,51150.6400377199,69341.6038072941,50778.45367397399,26435.0519251228,33841.78910100949,A
49,60,58951.843511040235,High School,25,22,49594.75126415643,East,Rarely,Books,41890.24621410889,72132.79492600245,12287.121619311045,35267.224603090646,8620.225860230988,A
39,60,53601.23526083917,Master,18,48,31556.235088306228,North,Weekly,Clothing,44643.92434691209,24285.235551014324,60496.279747373555,48413.28916974527,48510.816250302494,B
32,19,33558.920399941446,Master,44,32,53050.89179383845,West,Monthly,Food,44907.601646257914,42984.313898836044,57794.14417178402,77342.36277701975,96676.63025307364,C
25,29,52900.95507772578,Bachelor,32,23,55868.102123989454,North,Monthly,Electronics,39692.98080657167,78413.42106503971,57874.709772501235,58789.52845181599,58875.106781261384,B
19,58,39429.779841526135,Master,29,22,20476.59170626467,South,Monthly,Food,50509.32736282489,54557.1446878802,39186.31324306177,35362.46142454123,53596.72672394651,A
25,31,86355.7367912936,Master,29,31,89679.60420910148,West,Weekly,Clothing,56920.32305180957,51745.96119273308,58231.73192211826,46979.65676121926,44633.66673986217,C
41,41,15902.602683396719,Master,21,22,86344.98778863232,North,Yearly,Electronics,45451.69448015429,40635.890466249584,24781.78256605518,48109.22176851644,36911.56478935048,B
63,22,54094.1353290877,Master,36,47,80686.67996363115,East,Weekly,Clothing,56828.10111162351,70965.65917954523,76474.51376989258,51166.62374454364,45102.88877028287,B
44,40,78526.03269479347,Master,55,49,76350.82314543534,West,Yearly,Clothing,49340.95486042425,15910.898357611833,40775.58735393266,71156.6335600492,72385.6586189979,B
